Year	Period	Rainfall
1871	45	18
1871	46	23
1871	47	21
1871	48	77
1871	49	0
1871	50	15
1871	51	38
1871	52	15
1871	53	74
1871	54	21
1871	55	84
1871	56	0
1871	57	54
1871	58	126
1871	59	0
1871	60	18
1871	61	0
1872	1	0
1872	2	0
1872	3	0
1872	4	17
1872	5	81
1872	6	45
1872	7	0
1872	8	69
1872	9	0
1872	10	0
1872	11	0
1872	12	7
1872	13	18
1872	14	6
1872	15	53
1872	16	8
1872	17	20
1872	18	0
1872	19	10
1872	20	18
1872	21	87
1872	22	58
1872	23	100
1872	24	103
1872	25	9
1872	26	44
1872	27	47
1872	28	11
1872	29	175
1872	30	33
1872	31	92
1872	32	27
1872	33	44
1872	34	207
1872	35	71
1872	36	71
1872	37	58
1872	38	20
1872	39	24
1872	40	32
1872	41	29
1872	42	7
1872	43	30
1872	44	3
1872	45	34
1872	46	72
1872	47	105
1872	48	42
1872	49	16
1872	50	0
1872	51	11
1872	52	0
1872	53	135
1872	54	24
1872	55	42
1872	56	17
1872	57	0
1872	58	14
1872	59	8
1872	60	9
1872	61	6
1873	1	0
1873	2	0
1873	3	0
1873	4	8
1873	5	52
1873	6	0
1873	7	3
1873	8	19
1873	9	83
1873	10	0
1873	11	0
1873	12	0
1873	13	57
1873	14	11
1873	15	0
1873	16	0
1873	17	28
1873	18	207
1873	19	78
1873	20	15
1873	21	33
1873	22	50
1873	23	7
1873	24	79
1873	25	133
1873	26	29
1873	27	54
1873	28	2
1873	29	50
1873	30	44
1873	31	188
1873	32	22
1873	33	63
1873	34	0
1873	35	18
1873	36	34
1873	37	63
1873	38	93
1873	39	62
1873	40	8
1873	41	28
1873	42	99
1873	43	64
1873	44	13
1873	45	58
1873	46	0
1873	47	22
1873	48	29
1873	49	44
1873	50	2
1873	51	49
1873	52	12
1873	53	25
1873	54	1
1873	55	26
1873	56	0
1873	57	0
1873	58	8
1873	59	21
1873	60	12
1873	61	0
1874	1	0
1874	2	36
1874	3	0
1874	4	0
1874	5	0
1874	6	0
1874	7	2
1874	8	2
1874	9	0
1874	10	0
1874	11	0
1874	12	0
1874	13	37
1874	14	41
1874	15	16
1874	16	26
1874	17	0
1874	18	50
1874	19	28
1874	20	0
1874	21	58
1874	22	188
1874	23	51
1874	24	134
1874	25	0
1874	26	2
1874	27	59
1874	28	25
1874	29	77
1874	30	16
1874	31	38
1874	32	45
1874	33	43
1874	34	1
1874	35	39
1874	36	103
1874	37	29
1874	38	7
1874	39	49
1874	40	142
1874	41	10
1874	42	25
1874	43	86
1874	44	34
1874	45	38
1874	46	24
1874	47	0
1874	48	0
1874	49	14
1874	50	79
1874	51	0
1874	52	0
1874	53	14
1874	54	15
1874	55	0
1874	56	0
1874	57	0
1874	58	7
1874	59	8
1874	60	25
1874	61	0
1875	1	22
1875	2	9
1875	3	0
1875	4	14
1875	5	0
1875	6	86
1875	7	0
1875	8	16
1875	9	138
1875	10	0
1875	11	5
1875	12	1
1875	13	3
1875	14	2
1875	15	5
1875	16	3
1875	17	89
1875	18	0
1875	19	28
1875	20	115
1875	21	347
1875	22	305
1875	23	99
1875	24	2
1875	25	3
1875	26	75
1875	27	158
1875	28	117
1875	29	55
1875	30	27
1875	31	0
1875	32	28
1875	33	34
1875	34	62
1875	35	7
1875	36	39
1875	37	70
1875	38	69
1875	39	2
1875	40	28
1875	41	184
1875	42	8
1875	43	18
1875	44	32
1875	45	15
1875	46	0
1875	47	71
1875	48	35
1875	49	91
1875	50	1
1875	51	49
1875	52	16
1875	53	21
1875	54	0
1875	55	23
1875	56	10
1875	57	59
1875	58	35
1875	59	30
1875	60	19
1875	61	140
1876	1	0
1876	2	0
1876	3	4
1876	4	10
1876	5	0
1876	6	5
1876	7	46
1876	8	0
1876	9	0
1876	10	0
1876	11	0
1876	12	10
1876	13	14
1876	14	0
1876	15	21
1876	16	54
1876	17	116
1876	18	6
1876	19	1
1876	20	3
1876	21	19
1876	22	35
1876	23	8
1876	24	0
1876	25	1
1876	26	78
1876	27	16
1876	28	39
1876	29	40
1876	30	6
1876	31	4
1876	32	42
1876	33	129
1876	34	2
1876	35	60
1876	36	6
1876	37	102
1876	38	0
1876	39	10
1876	40	41
1876	41	8
1876	42	0
1876	43	7
1876	44	79
1876	45	17
1876	46	9
1876	47	7
1876	48	38
1876	49	27
1876	50	66
1876	51	3
1876	52	2
1876	53	0
1876	54	57
1876	55	47
1876	56	0
1876	57	0
1876	58	0
1876	59	0
1876	60	1
1876	61	48
1877	1	0
1877	2	12
1877	3	8
1877	4	3
1877	5	0
1877	6	0
1877	7	0
1877	8	214
1877	9	24
1877	10	0
1877	11	0
1877	12	0
1877	13	6
1877	14	366
1877	15	77
1877	16	4
1877	17	2
1877	18	18
1877	19	96
1877	20	45
1877	21	39
1877	22	25
1877	23	96
1877	24	179
1877	25	113
1877	26	0
1877	27	34
1877	28	76
1877	29	5
1877	30	57
1877	31	33
1877	32	24
1877	33	0
1877	34	26
1877	35	20
1877	36	10
1877	37	15
1877	38	5
1877	39	30
1877	40	76
1877	41	73
1877	42	6
1877	43	28
1877	44	163
1877	45	146
1877	46	16
1877	47	8
1877	48	4
1877	49	161
1877	50	4
1877	51	60
1877	52	33
1877	53	0
1877	54	1
1877	55	2
1877	56	7
1877	57	13
1877	58	1
1877	59	10
1877	60	18
1877	61	1
1878	1	0
1878	2	0
1878	3	0
1878	4	0
1878	5	0
1878	6	5
1878	7	10
1878	8	36
1878	9	11
1878	10	13
1878	11	367
1878	12	0
1878	13	44
1878	14	0
1878	15	48
1878	16	6
1878	17	0
1878	18	20
1878	19	211
1878	20	50
1878	21	57
1878	22	11
1878	23	9
1878	24	20
1878	25	21
1878	26	73
1878	27	203
1878	28	115
1878	29	45
1878	30	14
1878	31	5
1878	32	55
1878	33	30
1878	34	132
1878	35	33
1878	36	11
1878	37	7
1878	38	28
1878	39	28
1878	40	31
1878	41	5
1878	42	30
1878	43	54
1878	44	7
1878	45	80
1878	46	7
1878	47	10
1878	48	78
1878	49	0
1878	50	24
1878	51	15
1878	52	125
1878	53	0
1878	54	0
1878	55	8
1878	56	0
1878	57	4
1878	58	0
1878	59	0
1878	60	14
1878	61	0
1879	1	10
1879	2	0
1879	3	0
1879	4	0
1879	5	0
1879	6	2
1879	7	3
1879	8	0
1879	9	13
1879	10	0
1879	11	32
1879	12	0
1879	13	122
1879	14	0
1879	15	0
1879	16	1
1879	17	0
1879	18	1
1879	19	0
1879	20	117
1879	21	14
1879	22	20
1879	23	9
1879	24	80
1879	25	238
1879	26	7
1879	27	43
1879	28	27
1879	29	0
1879	30	57
1879	31	93
1879	32	182
1879	33	29
1879	34	0
1879	35	9
1879	36	36
1879	37	30
1879	38	92
1879	39	43
1879	40	5
1879	41	27
1879	42	67
1879	43	51
1879	44	0
1879	45	73
1879	46	3
1879	47	59
1879	48	41
1879	49	30
1879	50	2
1879	51	18
1879	52	6
1879	53	116
1879	54	30
1879	55	12
1879	56	11
1879	57	28
1879	58	20
1879	59	0
1879	60	50
1879	61	111
1880	1	76
1880	2	0
1880	3	0
1880	4	0
1880	5	0
1880	6	0
1880	7	0
1880	8	0
1880	9	0
1880	10	64
1880	11	4
1880	12	52
1880	13	0
1880	14	191
1880	15	0
1880	16	18
1880	17	2
1880	18	81
1880	19	154
1880	20	82
1880	21	27
1880	22	29
1880	23	1
1880	24	32
1880	25	69
1880	26	34
1880	27	62
1880	28	52
1880	29	69
1880	30	51
1880	31	48
1880	32	52
1880	33	23
1880	34	41
1880	35	97
1880	36	40
1880	37	115
1880	38	73
1880	39	10
1880	40	38
1880	41	17
1880	42	81
1880	43	64
1880	44	29
1880	45	35
1880	46	8
1880	47	78
1880	48	0
1880	49	57
1880	50	67
1880	51	1
1880	52	1
1880	53	19
1880	54	55
1880	55	6
1880	56	0
1880	57	30
1880	58	0
1880	59	12
1880	60	0
1880	61	0
1881	1	0
1881	2	257
1881	3	0
1881	4	4
1881	5	10
1881	6	4
1881	7	0
1881	8	2
1881	9	5
1881	10	4
1881	11	0
1881	12	0
1881	13	4
1881	14	11
1881	15	10
1881	16	4
1881	17	1
1881	18	40
1881	19	0
1881	20	80
1881	21	3
1881	22	98
1881	23	8
1881	24	17
1881	25	45
1881	26	128
1881	27	82
1881	28	91
1881	29	78
1881	30	16
1881	31	89
1881	32	23
1881	33	87
1881	34	54
1881	35	4
1881	36	28
1881	37	4
1881	38	52
1881	39	46
1881	40	14
1881	41	24
1881	42	72
1881	43	0
1881	44	44
1881	45	41
1881	46	16
1881	47	7
1881	48	95
1881	49	12
1881	50	1
1881	51	1
1881	52	4
1881	53	4
1881	54	30
1881	55	18
1881	56	2
1881	57	0
1881	58	3
1881	59	15
1881	60	8
1881	61	5
1882	1	0
1882	2	9
1882	3	0
1882	4	6
1882	5	9
1882	6	0
1882	7	0
1882	8	0
1882	9	0
1882	10	0
1882	11	7
1882	12	0
1882	13	17
1882	14	0
1882	15	26
1882	16	0
1882	17	3
1882	18	14
1882	19	89
1882	20	65
1882	21	49
1882	22	20
1882	23	26
1882	24	47
1882	25	42
1882	26	75
1882	27	1
1882	28	30
1882	29	31
1882	30	58
1882	31	45
1882	32	70
1882	33	73
1882	34	0
1882	35	34
1882	36	104
1882	37	26
1882	38	72
1882	39	10
1882	40	121
1882	41	38
1882	42	29
1882	43	19
1882	44	4
1882	45	4
1882	46	50
1882	47	47
1882	48	0
1882	49	18
1882	50	55
1882	51	7
1882	52	0
1882	53	28
1882	54	1
1882	55	37
1882	56	24
1882	57	8
1882	58	0
1882	59	0
1882	60	0
1882	61	30
1883	1	14
1883	2	2
1883	3	7
1883	4	2
1883	5	0
1883	6	0
1883	7	18
1883	8	0
1883	9	6
1883	10	17
1883	11	0
1883	12	11
1883	13	0
1883	14	38
1883	15	38
1883	16	217
1883	17	33
1883	18	0
1883	19	3
1883	20	1
1883	21	130
1883	22	53
1883	23	107
1883	24	107
1883	25	216
1883	26	96
1883	27	7
1883	28	73
1883	29	130
1883	30	7
1883	31	51
1883	32	172
1883	33	21
1883	34	0
1883	35	176
1883	36	0
1883	37	34
1883	38	117
1883	39	118
1883	40	1
1883	41	96
1883	42	27
1883	43	57
1883	44	14
1883	45	27
1883	46	0
1883	47	76
1883	48	2
1883	49	34
1883	50	29
1883	51	39
1883	52	2
1883	53	59
1883	54	4
1883	55	116
1883	56	1
1883	57	11
1883	58	53
1883	59	3
1883	60	23
1883	61	0
1884	1	3
1884	2	0
1884	3	11
1884	4	84
1884	5	73
1884	6	0
1884	7	0
1884	8	1
1884	9	11
1884	10	0
1884	11	0
1884	12	6
1884	13	0
1884	14	0
1884	15	169
1884	16	3
1884	17	0
1884	18	16
1884	19	16
1884	20	99
1884	21	0
1884	22	52
1884	23	99
1884	24	72
1884	25	15
1884	26	16
1884	27	88
1884	28	123
1884	29	46
1884	30	186
1884	31	13
1884	32	6
1884	33	0
1884	34	33
1884	35	0
1884	36	0
1884	37	39
1884	38	24
1884	39	11
1884	40	35
1884	41	15
1884	42	7
1884	43	43
1884	44	27
1884	45	160
1884	46	12
1884	47	24
1884	48	65
1884	49	10
1884	50	32
1884	51	0
1884	52	3
1884	53	0
1884	54	20
1884	55	11
1884	56	6
1884	57	16
1884	58	20
1884	59	56
1884	60	0
1884	61	1
1885	1	5
1885	2	0
1885	3	19
1885	4	0
1885	5	0
1885	6	0
1885	7	3
1885	8	16
1885	9	7
1885	10	64
1885	11	3
1885	12	3
1885	13	1
1885	14	1
1885	15	26
1885	16	54
1885	17	9
1885	18	28
1885	19	0
1885	20	6
1885	21	24
1885	22	5
1885	23	44
1885	24	49
1885	25	91
1885	26	24
1885	27	24
1885	28	181
1885	29	28
1885	30	72
1885	31	107
1885	32	81
1885	33	14
1885	34	5
1885	35	37
1885	36	7
1885	37	37
1885	38	124
1885	39	16
1885	40	10
1885	41	40
1885	42	0
1885	43	40
1885	44	18
1885	45	85
1885	46	29
1885	47	0
1885	48	53
1885	49	3
1885	50	21
1885	51	26
1885	52	0
1885	53	3
1885	54	0
1885	55	0
1885	56	0
1885	57	0
1885	58	0
1885	59	1
1885	60	45
1885	61	0
1886	1	36
1886	2	11
1886	3	8
1886	4	8
1886	5	2
1886	6	22
1886	7	18
1886	8	0
1886	9	0
1886	10	7
1886	11	0
1886	12	0
1886	13	0
1886	14	0
1886	15	0
1886	16	9
1886	17	0
1886	18	1
1886	19	127
1886	20	5
1886	21	5
1886	22	36
1886	23	13
1886	24	48
1886	25	7
1886	26	6
1886	27	16
1886	28	13
1886	29	4
1886	30	3
1886	31	47
1886	32	84
1886	33	12
1886	34	62
1886	35	64
1886	36	25
1886	37	41
1886	38	90
1886	39	111
1886	40	13
1886	41	35
1886	42	25
1886	43	13
1886	44	28
1886	45	1
1886	46	46
1886	47	17
1886	48	3
1886	49	34
1886	50	115
1886	51	1
1886	52	30
1886	53	4
1886	54	0
1886	55	55
1886	56	19
1886	57	9
1886	58	28
1886	59	25
1886	60	0
1886	61	0
1887	1	0
1887	2	0
1887	3	69
1887	4	0
1887	5	0
1887	6	3
1887	7	41
1887	8	6
1887	9	0
1887	10	0
1887	11	17
1887	12	2
1887	13	1
1887	14	1
1887	15	11
1887	16	32
1887	17	143
1887	18	0
1887	19	0
1887	20	33
1887	21	105
1887	22	152
1887	23	82
1887	24	31
1887	25	14
1887	26	176
1887	27	62
1887	28	64
1887	29	213
1887	30	85
1887	31	76
1887	32	28
1887	33	2
1887	34	37
1887	35	35
1887	36	134
1887	37	22
1887	38	17
1887	39	9
1887	40	38
1887	41	70
1887	42	89
1887	43	16
1887	44	7
1887	45	93
1887	46	122
1887	47	13
1887	48	8
1887	49	23
1887	50	95
1887	51	12
1887	52	49
1887	53	0
1887	54	0
1887	55	10
1887	56	69
1887	57	0
1887	58	122
1887	59	0
1887	60	30
1887	61	0
1888	1	0
1888	2	1
1888	3	11
1888	4	21
1888	5	4
1888	6	0
1888	7	0
1888	8	0
1888	9	0
1888	10	7
1888	11	2
1888	12	6
1888	13	10
1888	14	0
1888	15	4
1888	16	0
1888	17	8
1888	18	0
1888	19	1
1888	20	0
1888	21	80
1888	22	26
1888	23	54
1888	24	2
1888	25	33
1888	26	55
1888	27	42
1888	28	20
1888	29	184
1888	30	1
1888	31	14
1888	32	50
1888	33	171
1888	34	114
1888	35	32
1888	36	78
1888	37	0
1888	38	54
1888	39	95
1888	40	7
1888	41	76
1888	42	2
1888	43	0
1888	44	4
1888	45	29
1888	46	38
1888	47	28
1888	48	0
1888	49	0
1888	50	0
1888	51	0
1888	52	12
1888	53	53
1888	54	0
1888	55	0
1888	56	0
1888	57	0
1888	58	1
1888	59	13
1888	60	1
1888	61	13
1889	1	273
1889	2	0
1889	3	0
1889	4	16
1889	5	10
1889	6	23
1889	7	0
1889	8	0
1889	9	0
1889	10	0
1889	11	49
1889	12	1
1889	13	7
1889	14	4
1889	15	0
1889	16	251
1889	17	41
1889	18	285
1889	19	1
1889	20	0
1889	21	12
1889	22	18
1889	23	40
1889	24	245
1889	25	5
1889	26	130
1889	27	116
1889	28	197
1889	29	82
1889	30	38
1889	31	21
1889	32	52
1889	33	7
1889	34	0
1889	35	31
1889	36	22
1889	37	159
1889	38	44
1889	39	53
1889	40	0
1889	41	104
1889	42	11
1889	43	54
1889	44	11
1889	45	41
1889	46	48
1889	47	99
1889	48	5
1889	49	116
1889	50	123
1889	51	1
1889	52	65
1889	53	8
1889	54	136
1889	55	1
1889	56	0
1889	57	31
1889	58	0
1889	59	0
1889	60	0
1889	61	0
1890	1	0
1890	2	1
1890	3	1
1890	4	13
1890	5	48
1890	6	189
1890	7	4
1890	8	0
1890	9	0
1890	10	0
1890	11	55
1890	12	0
1890	13	1
1890	14	0
1890	15	2
1890	16	0
1890	17	70
1890	18	0
1890	19	0
1890	20	30
1890	21	0
1890	22	0
1890	23	52
1890	24	91
1890	25	21
1890	26	1
1890	27	151
1890	28	157
1890	29	81
1890	30	6
1890	31	82
1890	32	195
1890	33	143
1890	34	49
1890	35	35
1890	36	97
1890	37	112
1890	38	80
1890	39	4
1890	40	98
1890	41	41
1890	42	14
1890	43	66
1890	44	7
1890	45	23
1890	46	65
1890	47	21
1890	48	46
1890	49	51
1890	50	52
1890	51	84
1890	52	33
1890	53	59
1890	54	38
1890	55	89
1890	56	0
1890	57	1
1890	58	0
1890	59	0
1890	60	12
1890	61	7
1891	1	48
1891	2	0
1891	3	0
1891	4	1
1891	5	6
1891	6	0
1891	7	0
1891	8	0
1891	9	8
1891	10	0
1891	11	0
1891	12	22
1891	13	0
1891	14	0
1891	15	34
1891	16	25
1891	17	18
1891	18	35
1891	19	8
1891	20	0
1891	21	0
1891	22	4
1891	23	15
1891	24	0
1891	25	0
1891	26	0
1891	27	16
1891	28	63
1891	29	8
1891	30	34
1891	31	62
1891	32	148
1891	33	34
1891	34	25
1891	35	35
1891	36	7
1891	37	0
1891	38	17
1891	39	20
1891	40	112
1891	41	12
1891	42	13
1891	43	30
1891	44	17
1891	45	5
1891	46	146
1891	47	5
1891	48	19
1891	49	25
1891	50	0
1891	51	77
1891	52	9
1891	53	1
1891	54	53
1891	55	2
1891	56	0
1891	57	0
1891	58	150
1891	59	32
1891	60	0
1891	61	0
1892	1	0
1892	2	9
1892	3	0
1892	4	153
1892	5	0
1892	6	0
1892	7	0
1892	8	0
1892	9	21
1892	10	1
1892	11	0
1892	12	0
1892	13	0
1892	14	15
1892	15	61
1892	16	4
1892	17	35
1892	18	0
1892	19	59
1892	20	62
1892	21	32
1892	22	8
1892	23	33
1892	24	30
1892	25	106
1892	26	38
1892	27	39
1892	28	74
1892	29	99
1892	30	17
1892	31	0
1892	32	153
1892	33	49
1892	34	15
1892	35	2
1892	36	44
1892	37	85
1892	38	38
1892	39	37
1892	40	51
1892	41	50
1892	42	78
1892	43	0
1892	44	54
1892	45	77
1892	46	53
1892	47	15
1892	48	34
1892	49	124
1892	50	83
1892	51	44
1892	52	0
1892	53	1
1892	54	22
1892	55	22
1892	56	10
1892	57	2
1892	58	91
1892	59	14
1892	60	0
1892	61	9
1893	1	0
1893	2	2
1893	3	0
1893	4	1
1893	5	0
1893	6	0
1893	7	0
1893	8	0
1893	9	0
1893	10	0
1893	11	0
1893	12	0
1893	13	0
1893	14	0
1893	15	54
1893	16	53
1893	17	57
1893	18	49
1893	19	39
1893	20	7
1893	21	62
1893	22	46
1893	23	9
1893	24	10
1893	25	192
1893	26	44
1893	27	4
1893	28	203
1893	29	104
1893	30	54
1893	31	24
1893	32	9
1893	33	88
1893	34	70
1893	35	24
1893	36	66
1893	37	59
1893	38	13
1893	39	0
1893	40	28
1893	41	121
1893	42	86
1893	43	56
1893	44	1
1893	45	170
1893	46	15
1893	47	21
1893	48	70
1893	49	25
1893	50	5
1893	51	0
1893	52	19
1893	53	110
1893	54	19
1893	55	0
1893	56	0
1893	57	0
1893	58	0
1893	59	10
1893	60	23
1893	61	30
1894	1	0
1894	2	8
1894	3	60
1894	4	0
1894	5	0
1894	6	0
1894	7	0
1894	8	0
1894	9	0
1894	10	1
1894	11	0
1894	12	0
1894	13	26
1894	14	107
1894	15	25
1894	16	0
1894	17	0
1894	18	2
1894	19	215
1894	20	45
1894	21	16
1894	22	0
1894	23	61
1894	24	20
1894	25	30
1894	26	205
1894	27	15
1894	28	5
1894	29	14
1894	30	23
1894	31	18
1894	32	15
1894	33	207
1894	34	83
1894	35	0
1894	36	32
1894	37	33
1894	38	32
1894	39	53
1894	40	77
1894	41	93
1894	42	47
1894	43	21
1894	44	2
1894	45	31
1894	46	1
1894	47	49
1894	48	111
1894	49	56
1894	50	79
1894	51	0
1894	52	21
1894	53	2
1894	54	0
1894	55	0
1894	56	0
1894	57	0
1894	58	6
1894	59	2
1894	60	120
1894	61	9
1895	1	122
1895	2	0
1895	3	0
1895	4	0
1895	5	0
1895	6	0
1895	7	0
1895	8	0
1895	9	2
1895	10	0
1895	11	2
1895	12	6
1895	13	171
1895	14	0
1895	15	0
1895	16	55
1895	17	2
1895	18	47
1895	19	233
1895	20	75
1895	21	11
1895	22	0
1895	23	35
1895	24	7
1895	25	15
1895	26	54
1895	27	61
1895	28	0
1895	29	71
1895	30	113
1895	31	25
1895	32	86
1895	33	131
1895	34	142
1895	35	49
1895	36	83
1895	37	21
1895	38	14
1895	39	64
1895	40	83
1895	41	6
1895	42	49
1895	43	13
1895	44	68
1895	45	6
1895	46	13
1895	47	5
1895	48	23
1895	49	0
1895	50	0
1895	51	0
1895	52	1
1895	53	0
1895	54	0
1895	55	0
1895	56	94
1895	57	8
1895	58	23
1895	59	33
1895	60	5
1895	61	1
1896	1	0
1896	2	0
1896	3	104
1896	4	49
1896	5	0
1896	6	0
1896	7	10
1896	8	0
1896	9	22
1896	10	0
1896	11	0
1896	12	0
1896	13	39
1896	14	0
1896	15	5
1896	16	62
1896	17	191
1896	18	5
1896	19	29
1896	20	12
1896	21	46
1896	22	22
1896	23	40
1896	24	38
1896	25	0
1896	26	114
1896	27	0
1896	28	19
1896	29	95
1896	30	85
1896	31	2
1896	32	93
1896	33	13
1896	34	16
1896	35	5
1896	36	28
1896	37	0
1896	38	27
1896	39	2
1896	40	5
1896	41	61
1896	42	9
1896	43	14
1896	44	20
1896	45	2
1896	46	0
1896	47	5
1896	48	6
1896	49	22
1896	50	0
1896	51	1
1896	52	0
1896	53	0
1896	54	4
1896	55	0
1896	56	48
1896	57	0
1896	58	1
1896	59	0
1896	60	0
1896	61	146
1897	1	1
1897	2	64
1897	3	1
1897	4	0
1897	5	0
1897	6	8
1897	7	0
1897	8	81
1897	9	36
1897	10	54
1897	11	18
1897	12	25
1897	13	8
1897	14	1
1897	15	5
1897	16	0
1897	17	4
1897	18	29
1897	19	2
1897	20	57
1897	21	12
1897	22	1
1897	23	23
1897	24	95
1897	25	78
1897	26	0
1897	27	11
1897	28	45
1897	29	70
1897	30	33
1897	31	0
1897	32	111
1897	33	18
1897	34	34
1897	35	5
1897	36	45
1897	37	32
1897	38	69
1897	39	35
1897	40	57
1897	41	129
1897	42	55
1897	43	0
1897	44	15
1897	45	9
1897	46	87
1897	47	5
1897	48	12
1897	49	14
1897	50	11
1897	51	20
1897	52	7
1897	53	1
1897	54	4
1897	55	1
1897	56	1
1897	57	3
1897	58	0
1897	59	0
1897	60	0
1897	61	0
1898	1	9
1898	2	0
1898	3	0
1898	4	0
1898	5	0
1898	6	0
1898	7	17
1898	8	0
1898	9	0
1898	10	40
1898	11	1
1898	12	0
1898	13	2
1898	14	0
1898	15	0
1898	16	159
1898	17	3
1898	18	121
1898	19	48
1898	20	10
1898	21	23
1898	22	0
1898	23	317
1898	24	38
1898	25	0
1898	26	69
1898	27	99
1898	28	143
1898	29	18
1898	30	22
1898	31	9
1898	32	15
1898	33	76
1898	34	68
1898	35	51
1898	36	86
1898	37	28
1898	38	8
1898	39	1
1898	40	27
1898	41	137
1898	42	11
1898	43	6
1898	44	21
1898	45	14
1898	46	0
1898	47	56
1898	48	3
1898	49	12
1898	50	19
1898	51	116
1898	52	0
1898	53	4
1898	54	1
1898	55	81
1898	56	33
1898	57	38
1898	58	0
1898	59	0
1898	60	15
1898	61	0
1899	1	6
1899	2	7
1899	3	17
1899	4	57
1899	5	10
1899	6	3
1899	7	0
1899	8	0
1899	9	3
1899	10	148
1899	11	0
1899	12	0
1899	13	4
1899	14	69
1899	15	54
1899	16	84
1899	17	3
1899	18	0
1899	19	17
1899	20	103
1899	21	71
1899	22	0
1899	23	69
1899	24	96
1899	25	0
1899	26	25
1899	27	161
1899	28	30
1899	29	29
1899	30	45
1899	31	32
1899	32	1
1899	33	11
1899	34	1
1899	35	0
1899	36	97
1899	37	54
1899	38	0
1899	39	5
1899	40	0
1899	41	7
1899	42	33
1899	43	56
1899	44	52
1899	45	12
1899	46	46
1899	47	33
1899	48	24
1899	49	26
1899	50	28
1899	51	3
1899	52	125
1899	53	1
1899	54	34
1899	55	33
1899	56	0
1899	57	1
1899	58	7
1899	59	0
1899	60	24
1899	61	27
1900	1	0
1900	2	3
1900	3	0
1900	4	23
1900	5	32
1900	6	9
1900	7	0
1900	8	0
1900	9	0
1900	10	53
1900	11	36
1900	12	1
1900	13	127
1900	14	65
1900	15	1
1900	16	153
1900	17	19
1900	18	132
1900	19	43
1900	20	29
1900	21	0
1900	22	18
1900	23	131
1900	24	22
1900	25	70
1900	26	13
1900	27	0
1900	28	110
1900	29	76
1900	30	156
1900	31	6
1900	32	50
1900	33	33
1900	34	1
1900	35	44
1900	36	70
1900	37	62
1900	38	163
1900	39	46
1900	40	49
1900	41	53
1900	42	8
1900	43	53
1900	44	34
1900	45	20
1900	46	1
1900	47	12
1900	48	2
1900	49	0
1900	50	36
1900	51	14
1900	52	0
1900	53	17
1900	54	40
1900	55	0
1900	56	0
1900	57	30
1900	58	1
1900	59	0
1900	60	0
1900	61	8
1901	1	15
1901	2	55
1901	3	3
1901	4	0
1901	5	33
1901	6	0
1901	7	2
1901	8	2
1901	9	0
1901	10	0
1901	11	34
1901	12	7
1901	13	0
1901	14	16
1901	15	14
1901	16	141
1901	17	0
1901	18	4
1901	19	49
1901	20	0
1901	21	0
1901	22	12
1901	23	0
1901	24	1
1901	25	92
1901	26	130
1901	27	144
1901	28	118
1901	29	112
1901	30	0
1901	31	12
1901	32	28
1901	33	40
1901	34	15
1901	35	107
1901	36	5
1901	37	54
1901	38	0
1901	39	5
1901	40	55
1901	41	25
1901	42	21
1901	43	0
1901	44	67
1901	45	28
1901	46	11
1901	47	0
1901	48	71
1901	49	8
1901	50	48
1901	51	32
1901	52	0
1901	53	52
1901	54	12
1901	55	3
1901	56	21
1901	57	0
1901	58	0
1901	59	0
1901	60	56
1901	61	41
1902	1	47
1902	2	7
1902	3	1
1902	4	5
1902	5	11
1902	6	7
1902	7	0
1902	8	3
1902	9	0
1902	10	25
1902	11	0
1902	12	0
1902	13	0
1902	14	15
1902	15	85
1902	16	0
1902	17	13
1902	18	0
1902	19	0
1902	20	24
1902	21	7
1902	22	81
1902	23	6
1902	24	0
1902	25	12
1902	26	42
1902	27	139
1902	28	75
1902	29	133
1902	30	0
1902	31	0
1902	32	30
1902	33	12
1902	34	20
1902	35	52
1902	36	55
1902	37	21
1902	38	1
1902	39	0
1902	40	58
1902	41	23
1902	42	4
1902	43	79
1902	44	49
1902	45	12
1902	46	26
1902	47	11
1902	48	82
1902	49	7
1902	50	20
1902	51	32
1902	52	9
1902	53	39
1902	54	7
1902	55	0
1902	56	0
1902	57	49
1902	58	26
1902	59	179
1902	60	2
1902	61	0
1903	1	28
1903	2	0
1903	3	0
1903	4	59
1903	5	0
1903	6	1
1903	7	0
1903	8	99
1903	9	0
1903	10	0
1903	11	62
1903	12	143
1903	13	8
1903	14	6
1903	15	0
1903	16	98
1903	17	21
1903	18	20
1903	19	6
1903	20	132
1903	21	8
1903	22	56
1903	23	0
1903	24	98
1903	25	8
1903	26	59
1903	27	178
1903	28	78
1903	29	52
1903	30	20
1903	31	74
1903	32	50
1903	33	41
1903	34	46
1903	35	95
1903	36	45
1903	37	3
1903	38	35
1903	39	42
1903	40	3
1903	41	164
1903	42	50
1903	43	17
1903	44	108
1903	45	48
1903	46	46
1903	47	0
1903	48	35
1903	49	29
1903	50	3
1903	51	62
1903	52	0
1903	53	11
1903	54	10
1903	55	46
1903	56	127
1903	57	0
1903	58	76
1903	59	2
1903	60	0
1903	61	39
1904	1	148
1904	2	0
1904	3	0
1904	4	84
1904	5	22
1904	6	0
1904	7	2
1904	8	1
1904	9	6
1904	10	18
1904	11	0
1904	12	0
1904	13	26
1904	14	14
1904	15	0
1904	16	0
1904	17	0
1904	18	0
1904	19	194
1904	20	7
1904	21	1
1904	22	98
1904	23	58
1904	24	57
1904	25	0
1904	26	86
1904	27	18
1904	28	47
1904	29	131
