Day	Temp06	Temp15
19811013	162	239
19811014	177	235
19811015	164	241
19811016	185	222
19811017	158	207
19811018	159	207
19811019	165	246
19811020	176	264
19811021	162	314
19811022	191	228
19811023	140	246
19811024	174	213
19811025	165	228
19811026	150	236
19811027	160	239
19811028	170	254
19811029	190	248
19811030	192	245
19811031	183	241
19811101	204	211
19811102	182	185
19811103	187	185
19811104	194	234
19811105	192	261
19811106	192	240
19811107	200	239
19811108	180	225
19811109	196	240
19811110	184	252
19811111	196	295
19811112	200	247
19811113	196	240
19811114	190	224
19811115	186	245
19811116	210	241
19811117	188	217
19811118	150	222
19811119	180	197
19811120	148	188
19811121	180	225
19811122	193	259
19811123	191	260
19811124	211	250
19811125	203	258
19811126	197	254
19811127	203	251
19811128	180	266
19811129	211	302
19811130	212	246
19811201	210	275
19811202	231	270
19811203	239	215
19811204	191	269
19811205	218	269
19811206	217	287
19811207	232	363
19811208	243	266
19811209	213	315
19811210	211	218
19811211	198	266
19811212	208	270
19811213	218	283
19811214	230	286
19811215	201	205
19811216	195	209
19811217	190	215
19811218	211	271
19811219	228	292
19811220	242	311
19811221	241	284
19811222	250	295
19811223	249	296
19811224	229	290
19811225	230	292
19811226	230	295
19811227	226	342
19811228	242	307
19811229	252	275
19811230	209	302
19811231	250	296
19820101	252	298
19820102	241	326
19820103	231	289
19820104	233	284
19820105	223	287
19820106	240	302
19820107	214	300
19820108	241	294
19820109	233	264
19820110	208	281
19820111	213	276
19820112	219	294
19820113	228	297
19820114	230	285
19820115	218	255
19820116	222	241
19820117	222	268
19820118	222	276
19820119	230	236
19820120	236	272
19820121	232	255
19820122	235	288
19820123	240	295
19820124	240	308
19820125	233	291
19820126	226	301
19820127	220	253
19820128	201	280
19820129	218	267
19820130	226	290
19820131	233	292
19820201	227	298
19820202	237	272
19820203	203	276
19820204	204	301
19820205	218	290
19820206	209	268
19820207	200	270
19820208	208	250
19820209	206	282
19820210	212	290
19820211	204	295
19820212	213	291
19820213	218	247
19820214	216	269
19820215	213	241
19820216	212	300
19820217	221	321
19820218	236	325
19820219	256	314
19820220	240	288
19820221	243	311
19820222	231	286
19820223	206	281
19820224	224	266
19820225	210	226
19820226	201	278
19820227	218	270
19820228	215	270
19820301	210	267
19820302	210	253
19820303	221	234
19820304	232	287
19820305	236	294
19820306	221	292
19820307	240	266
19820308	214	288
19820309	232	292
19820310	240	286
19820311	240	286
19820312	230	269
19820313	222	283
19820314	235	286
19820315	250	260
19820316	202	263
19820317	191	273
19820318	196	268
19820319	189	277
19820320	204	256
19820321	195	266
19820322	194	266
19820323	190	272
19820324	186	270
19820325	190	276
19820326	204	269
19820327	198	269
19820328	194	279
19820329	198	283
19820330	204	282
19820331	224	241
19820401	198	255
19820402	196	264
19820403	190	278
19820404	211	276
19820405	202	279
19820406	211	255
19820407	191	270
19820408	192	276
19820409	182	236
19820410	178	240
19820411	173	212
19820412	182	249
19820413	186	250
19820414	180	255
19820415	180	210
19820416	165	243
19820417	169	248
19820418	170	261
19820419	171	249
19820420	164	252
19820421	169	234
19820422	154	238
19820423	146	247
19820424	146	250
19820425	141	244
19820426	142	252
19820427	178	251
19820428	166	216
19820429	110	220
19820430	119	219
19820501	150	224
19820502	149	231
19820503	135	226
19820504	152	240
19820505	159	222
19820506	151	252
19820507	139	264
19820508	122	263
19820509	147	254
19820510	128	247
19820511	108	250
19820512	100	236
19820513	78	245
19820514	111	236
19820515	170	233
19820516	146	200
19820517	156	217
19820518	150	238
19820519	152	239
19820520	144	258
19820521	120	245
19820522	91	220
19820523	89	202
19820524	143	198
19820525	156	225
19820526	150	232
19820527	140	234
19820528	157	227
19820529	180	212
19820530	182	196
19820531	144	226
19820601	110	191
19820602	92	194
19820603	92	198
19820604	110	200
19820605	130	207
19820606	124	206
19820607	131	206
19820608	111	195
19820609	121	200
19820610	132	204
19820611	119	213
19820612	120	221
19820613	80	182
19820614	98	160
19820615	81	200
19820616	102	225
19820617	101	210
19820618	71	202
19820619	92	192
19820620	42	198
19820621	89	168
19820622	106	168
19820623	40	184
19820624	71	189
19820625	72	186
19820626	68	204
19820627	76	212
19820628	65	197
19820629	70	198
19820630	60	202
19820701	70	187
19820702	85	193
19820703	94	207
19820704	57	202
19820705	71	206
19820706	53	221
19820707	56	204
19820708	58	210
19820709	30	204
19820710	68	198
19820711	70	201
19820712	84	199
19820713	116	176
19820714	130	153
19820715	126	171
19820716	120	180
19820717	107	190
19820718	79	192
19820719	150	179
19820720	81	186
19820721	88	186
19820722	110	179
19820723	118	204
19820724	112	182
19820725	98	207
19820726	90	210
19820727	89	207
19820728	83	219
19820729	66	224
19820730	59	190
19820731	89	184
19820801	50	198
19820802	68	204
19820803	126	213
19820804	132	209
19820805	130	205
19820806	118	172
19820807	110	210
19820808	119	190
19820809	125	206
19820810	135	201
19820811	136	197
19820812	106	208
19820813	107	256
19820814	110	233
19820815	130	218
19820816	138	207
19820817	119	207
19820818	117	200
19820819	147	187
19820820	114	205
19820821	130	194
19820822	120	185
19820823	136	186
19820824	125	209
19820825	106	220
19820826	110	212
19820827	110	216
19820828	106	220
19820829	113	223
19820830	119	224
19820831	112	222
19820901	131	234
19820902	131	226
19820903	120	225
19820904	130	246
19820905	172	221
19820906	160	234
19820907	178	191
19820908	121	200
19820909	146	196
19820910	110	211
19820911	88	207
19820912	120	205
19820913	125	206
19820914	131	191
19820915	140	155
19820916	115	203
19820917	106	218
19820918	107	211
19820919	140	224
19820920	138	194
19820921	128	202
19820922	135	178
19820923	120	221
19820924	78	243
19820925	106	252
19820926	146	245
19820927	145	288
19820928	180	282
19820929	124	246
19820930	138	188
19821001	109	220
19821002	125	220
19821003	126	225
19821004	109	240
19821005	149	229
19821006	130	211
19821007	149	213
19821008	129	230
19821009	142	236
19821010	156	149
19821011	159	212
19821012	144	207
19821013	169	219
19821014	156	240
19821015	160	246
19821016	182	250
19821017	139	261
19821018	103	222
19821019	122	227
19821020	131	262
19821021	128	246
19821022	120	232
19821023	140	250
19821024	162	228
19821025	179	228
19821026	180	230
19821027	169	243
19821028	148	257
19821029	168	246
19821030	160	249
19821031	174	254
19821101	190	178
19821102	144	231
19821103	142	239
19821104	160	231
19821105	147	228
19821106	160	240
19821107	174	257
19821108	185	265
19821109	210	267
19821110	210	254
19821111	201	244
19821112	191	232
19821113	180	242
19821114	165	245
19821115	170	257
19821116	206	251
19821117	200	256
19821118	188	275
19821119	221	250
19821120	188	258
19821121	200	260
19821122	190	261
19821123	186	265
19821124	188	260
19821125	190	266
19821126	202	284
19821127	211	283
19821128	231	255
19821129	221	248
19821130	211	261
19821201	204	256
19821202	214	254
19821203	216	264
19821204	212	276
19821205	219	266
19821206	226	278
19821207	203	284
19821208	193	269
19821209	200	273
19821210	208	285
19821211	210	250
19821212	185	262
19821213	186	252
19821214	192	271
19821215	212	269
19821216	209	282
19821217	230	276
19821218	230	282
19821219	230	288
19821220	216	288
19821221	225	265
19821222	220	247
19821223	194	260
19821224	185	266
19821225	217	290
19821226	229	229
19821227	213	255
19821228	182	272
19821229	207	276
19821230	215	260
19821231	231	262
19830101	235	246
19830102	235	260
19830103	230	254
19830104	192	276
19830105	198	282
19830106	206	284
19830107	220	281
19830108	216	291
19830109	229	278
19830110	240	291
19830111	242	288
19830112	262	276
19830113	195	230
19830114	200	266
19830115	210	272
19830116	212	260
19830117	205	295
19830118	214	283
19830119	226	270
19830120	200	264
19830121	192	272
19830122	192	277
19830123	196	276
19830124	200	287
19830125	206	282
19830126	205	282
19830127	219	285
19830128	233	282
19830129	204	292
19830130	211	285
19830131	206	290
19830201	203	274
19830202	205	288
19830203	219	291
19830204	230	278
19830205	208	290
19830206	215	290
19830207	190	280
19830208	200	295
19830209	194	290
19830210	202	300
19830211	200	297
19830212	215	274
19830213	220	305
19830214	234	281
19830215	220	294
19830216	185	281
19830217	208	306
19830218	250	292
19830219	208	285
19830220	204	286
19830221	202	238
19830222	200	281
19830223	208	255
19830224	208	294
19830225	237	288
19830226	234	296
19830227	230	239
19830228	224	274
19830301	218	282
19830302	218	270
19830303	226	262
19830304	231	272
19830305	220	276
19830306	212	277
19830307	211	280
19830308	214	284
19830309	208	289
19830310	210	287
19830311	226	270
19830312	195	269
19830313	172	277
19830314	190	281
19830315	187	287
19830316	209	280
19830317	195	243
19830318	189	227
19830319	196	274
19830320	210	229
19830321	229	293
19830322	168	284
19830323	201	304
19830324	215	319
19830325	227	282
19830326	208	279
19830327	198	278
19830328	203	256
19830329	200	271
19830330	200	284
19830331	200	282
19830401	194	271
19830402	196	281
19830403	197	255
19830404	200	254
19830405	218	296
19830406	184	287
19830407	152	261
19830408	196	256
19830409	189	261
19830410	191	256
19830411	180	250
19830412	190	270
19830413	218	220
19830414	172	248
19830415	146	252
19830416	159	245
19830417	150	251
19830418	124	231
19830419	110	239
19830420	150	245
19830421	158	246
19830422	192	235
19830423	182	230
19830424	180	241
19830425	200	229
19830426	150	154
19830427	152	191
19830428	179	197
19830429	188	253
19830430	200	215
19830501	203	233
19830502	190	204
19830503	186	215
19830504	131	242
19830505	148	246
19830506	150	240
19830507	155	243
19830508	152	235
19830509	152	251
19830510	150	242
19830511	143	242
19830512	188	238
19830513	168	207
19830514	172	225
19830515	174	220
19830516	170	265
19830517	183	214
19830518	148	231
19830519	148	226
19830520	170	215
19830521	176	181
19830522	180	218
19830523	180	215
19830524	171	229
19830525	174	211
19830526	171	226
19830527	184	189
19830528	172	215
19830529	128	207
19830530	118	210
19830531	96	194
19830601	94	203
19830602	97	218
19830603	137	206
19830604	137	209
19830605	134	183
19830606	136	202
19830607	130	224
19830608	121	209
19830609	114	191
19830610	60	195
19830611	80	190
19830612	74	197
19830613	69	206
19830614	76	206
19830615	105	200
19830616	129	216
19830617	137	201
19830618	160	195
19830619	150	169
19830620	167	203
19830621	159	167
19830622	152	170
19830623	155	207
19830624	138	205
19830625	144	187
19830626	129	157
19830627	129	155
19830628	109	181
19830629	120	194
19830630	93	238
19830701	103	253
19830702	150	211
19830703	114	187
19830704	83	192
19830705	124	171
19830706	148	167
19830707	125	164
19830708	88	146
19830709	77	180
19830710	72	187
19830711	88	209
19830712	128	200
19830713	127	211
19830714	130	161
19830715	133	171
19830716	128	181
19830717	119	196
19830718	109	166
19830719	130	158
19830720	121	196
19830721	89	188
19830722	124	215
19830723	95	210
19830724	116	188
19830725	117	195
19830726	119	174
19830727	135	187
19830728	152	215
19830729	166	193
19830730	143	190
19830731	71	196
19830801	83	230
19830802	100	179
19830803	92	186
19830804	110	180
19830805	116	185
19830806	125	195
19830807	100	206
19830808	145	201
19830809	116	231
19830810	109	219
19830811	122	207
19830812	116	186
19830813	128	201
19830814	128	172
19830815	131	194
19830816	126	210
19830817	142	175
19830818	138	217
19830819	138	202
19830820	76	187
19830821	82	190
19830822	94	198
19830823	120	207
19830824	140	198
19830825	125	208
19830826	152	172
19830827	137	200
19830828	104	197
19830829	91	205
19830830	62	208
19830831	80	236
19830901	108	216
19830902	119	215
19830903	113	209
19830904	127	241
19830905	136	222
19830906	166	232
19830907	150	245
19830908	182	240
19830909	208	263
19830910	132	235
19830911	99	243
19830912	99	278
19830913	121	253
19830914	186	283
19830915	175	240
19830916	169	186
19830917	160	188
19830918	148	218
19830919	145	240
19830920	142	241
19830921	136	295
19830922	169	240
19830923	162	251
19830924	146	286
19830925	182	215
19830926	142	213
19830927	139	215
19830928	147	242
19830929	137	242
19830930	167	252
19831001	185	245
19831002	174	260
19831003	162	245
19831004	180	258
19831005	199	181
19831006	146	212
19831007	120	214
19831008	125	232
19831009	140	237
19831010	174	192
19831011	180	210
19831012	186	230
19831013	192	224
19831014	175	275
19831015	202	268
19831016	196	268
19831017	196	270
19831018	175	265
19831019	218	219
19831020	199	229
19831021	123	264
19831022	159	225
19831023	175	225
19831024	180	206
19831025	159	229
19831026	172	240
19831027	176	255
19831028	173	280
19831029	191	266
19831030	192	264
19831031	169	256
19831101	204	262
19831102	199	255
19831103	212	282
19831104	202	301
19831105	213	268
19831106	210	262
19831107	200	257
19831108	183	262
19831109	211	291
19831110	199	278
19831111	203	271
19831112	232	254
19831113	208	269
19831114	222	260
19831115	203	261
19831116	235	217
19831117	187	274
19831118	176	239
19831119	190	220
19831120	186	199
19831121	164	164
19831122	170	233
19831123	173	244
19831124	169	228
19831125	168	213
19831126	168	234
19831127	175	222
19831128	192	201
19831129	189	195
19831130	180	277
19831201	219	281
19831202	212	240
19831203	198	230
19831204	185	187
19831205	176	200
19831206	170	262
19831207	200	231
19831208	184	254
19831209	198	246
19831210	193	245
19831211	174	247
19831212	181	243
19831213	192	257
19831214	194	266
19831215	211	276
19831216	215	283
19831217	221	260
19831218	211	260
19831219	206	258
19831220	195	265
19831221	182	270
19831222	198	274
19831223	193	276
19831224	204	278
19831225	201	295
19831226	190	304
19831227	231	288
19831228	210	216
19831229	202	234
19831230	190	238
19831231	207	256
19840101	226	250
19840102	216	244
19840103	220	282
19840104	230	292
19840105	220	254
19840106	205	254
19840107	218	256
19840108	210	270
19840109	203	270
19840110	227	290
19840111	226	284
19840112	229	264
19840113	230	266
19840114	226	248
19840115	233	226
19840116	221	261
19840117	230	290
19840118	226	276
19840119	220	256
19840120	209	266
19840121	193	270
19840122	198	289
19840123	230	280
19840124	231	275
19840125	242	278
19840126	209	284
19840127	218	267
19840128	207	261
19840129	213	275
19840130	240	260
19840131	214	286
19840201	209	265
19840202	198	257
19840203	186	262
19840204	181	272
19840205	180	290
19840206	197	278
19840207	189	297
19840208	212	293
19840209	213	280
19840210	202	296
19840211	218	245
19840212	219	280
19840213	201	271
19840214	217	276
19840215	229	281
19840216	223	278
19840217	211	285
19840218	209	253
19840219	211	266
19840220	207	282
19840221	222	289
19840222	220	262
19840223	217	272
19840224	192	276
19840225	219	264
19840226	228	223
19840227	210	301
19840228	214	317
19840229	219	257
19840301	201	255
19840302	213	229
19840303	182	265
19840304	200	270
19840305	204	273
19840306	206	267
19840307	202	279
19840308	192	292
19840309	224	273
19840310	196	265
19840311	208	270
19840312	218	289
19840313	214	289
19840314	229	284
19840315	222	267
19840316	206	273
19840317	193	275
19840318	191	256
19840319	190	275
19840320	182	293
19840321	165	258
19840322	188	280
19840323	201	274
19840324	201	259
19840325	191	259
19840326	218	299
19840327	217	292
19840328	166	245
19840329	178	265
19840330	160	269
19840331	159	263
19840401	182	255
19840402	170	257
19840403	165	257
19840404	170	236
19840405	174	259
19840406	183	245
19840407	202	204
19840408	199	203
19840409	188	230
19840410	189	235
19840411	182	240
19840412	168	241
19840413	163	245
19840414	160	247
19840415	163	240
19840416	171	242
19840417	188	227
19840418	188	227
19840419	177	255
19840420	178	260
19840421	182	202
19840422	168	246
19840423	155	247
19840424	147	262
19840425	144	251
19840426	168	241
19840427	148	234
19840428	134	249
19840429	145	241
19840430	170	234
19840501	172	235
19840502	161	245
19840503	157	244
19840504	153	239
19840505	153	251
19840506	151	232
19840507	138	215
19840508	92	211
19840509	95	230
19840510	93	223
19840511	118	215
19840512	128	256
19840513	138	161
19840514	128	222
19840515	126	224
19840516	143	219
19840517	158	225
19840518	156	206
19840519	152	220
19840520	155	188
19840521	149	216
19840522	143	193
19840523	112	235
19840524	88	238
19840525	102	215
19840526	120	214
19840527	150	215
19840528	134	207
19840529	138	200
19840530	140	221
19840531	134	183
19840601	130	219
19840602	128	226
19840603	121	228
19840604	125	225
19840605	147	222
19840606	139	217
19840607	142	210
19840608	134	198
19840609	138	194
19840610	157	187
19840611	151	204
19840612	143	215
19840613	135	209
19840614	133	209
19840615	138	210
19840616	139	194
19840617	170	189
19840618	162	182
19840619	122	200
19840620	95	191
19840621	136	212
19840622	116	217
19840623	107	210
19840624	118	190
19840625	120	211
19840626	137	193
19840627	107	211
19840628	100	211
19840629	116	174
19840630	86	167
19840701	94	184
19840702	70	187
19840703	50	119
19840704	83	117
19840705	96	177
19840706	57	189
19840707	70	186
19840708	81	205
19840709	113	205
19840710	127	194
19840711	141	210
19840712	113	196
19840713	140	167
19840714	122	130
19840715	147	159
19840716	130	187
19840717	137	162
19840718	138	205
19840719	106	200
19840720	149	191
19840721	76	205
19840722	137	185
19840723	145	186
19840724	144	175
19840725	147	173
19840726	138	162
19840727	188	184
19840728	93	195
19840729	133	196
19840730	95	208
19840731	67	223
19840801	76	215
19840802	101	204
19840803	108	210
19840804	126	215
19840805	151	215
19840806	120	208
19840807	114	228
19840808	101	224
19840809	104	218
19840810	134	235
19840811	167	185
19840812	105	175
19840813	91	183
19840814	101	188
19840815	79	189
19840816	78	199
19840817	93	197
19840818	99	233
19840819	98	221
19840820	93	222
19840821	168	186
19840822	84	208
19840823	75	229
19840824	100	213
19840825	144	223
19840826	77	198
19840827	72	226
19840828	87	217
19840829	118	190
19840830	90	212
19840831	83	213
19840901	78	216
19840902	137	247
19840903	96	229
19840904	114	231
19840905	152	198
19840906	82	224
19840907	105	221
19840908	99	220
19840909	140	266
19840910	136	226
19840911	157	241
19840912	167	212
19840913	142	159
19840914	134	182
19840915	158	215
19840916	148	222
19840917	173	228
19840918	109	207
19840919	113	186
19840920	109	213
19840921	98	224
19840922	106	239
19840923	108	219
19840924	92	233
19840925	88	229
19840926	168	243
19840927	107	220
19840928	101	258
19840929	102	228
19840930	111	198
19841001	119	201
19841002	118	215
19841003	135	220
19841004	170	216
19841005	163	221
19841006	156	200
19841007	130	215
19841008	151	223
19841009	129	238
19841010	131	260
19841011	160	249
19841012	162	253
19841013	191	241
19841014	164	255
19841015	170	248
19841016	202	273
19841017	196	216
19841018	182	179
19841019	160	173
19841020	149	204
19841021	163	175
19841022	160	193
19841023	155	196
19841024	149	238
19841025	156	232
19841026	164	233
19841027	173	232
19841028	168	232
19841029	200	231
19841030	178	220
19841031	180	240
19841101	170	218
19841102	178	225
19841103	188	245
19841104	208	242
19841105	192	240
19841106	180	250
19841107	195	220
19841108	192	235
19841109	210	271
19841110	220	282
19841111	220	271
19841112	222	242
19841113	222	288
19841114	196	268
19841115	210	264
19841116	195	240
19841117	177	240
19841118	162	250
19841119	176	262
19841120	178	273
19841121	201	270
19841122	200	277
19841123	222	217
19841124	153	259
19841125	182	252
19841126	176	242
19841127	197	256
19841128	183	256
19841129	188	259
19841130	204	248
19841201	205	273
19841202	225	281
19841203	224	273
19841204	232	228
19841205	174	290
19841206	207	270
19841207	209	262
19841208	200	198
19841209	172	243
19841210	194	240
19841211	238	282
19841212	210	295
19841213	230	249
19841214	238	260
19841215	236	367
19841216	248	279
19841217	227	276
19841218	240	296
19841219	237	244
19841220	230	312
19841221	228	274
19841222	220	268
19841223	204	265
19841224	192	268
19841225	207	279
19841226	221	285
19841227	232	272
19841228	218	247
19841229	210	222
19841230	182	266
19841231	200	262
19850101	189	288
19850102	232	320
19850103	252	380
19850104	236	286
19850105	222	304
19850106	232	314
19850107	220	289
19850108	218	297
19850109	209	305
19850110	233	330
19850111	248	309
19850112	231	280
19850113	200	273
19850114	206	275
19850115	204	284
19850116	210	285
19850117	211	292
19850118	222	310
19850119	197	260
19850120	202	274
19850121	210	295
19850122	230	297
19850123	233	291
19850124	211	282
19850125	233	270
19850126	228	263
19850127	228	268
19850128	206	282
19850129	210	285
19850130	218	278
19850131	209	291
19850201	231	275
19850202	225	270
19850203	213	262
19850204	202	281
19850205	207	285
19850206	208	271
19850207	199	271
19850208	219	262
19850209	182	257
19850210	203	277
19850211	201	271
19850212	208	267
19850213	198	277
19850214	204	303
19850215	238	275
19850216	213	292
19850217	228	290
19850218	220	290
19850219	228	278
19850220	217	246
19850221	222	240
19850222	228	256
19850223	214	290
19850224	230	290
19850225	209	301
19850226	190	287
19850227	201	284
19850228	230	301
19850301	230	290
19850302	239	294
19850303	232	294
19850304	216	285
19850305	222	285
19850306	228	289
19850307	207	258
19850308	182	244
19850309	192	258
19850310	203	257
19850311	210	258
19850312	223	265
19850313	230	252
19850314	218	257
19850315	216	251
19850316	202	265
19850317	193	258
19850318	190	271
19850319	184	271
19850320	198	227
19850321	202	276
19850322	216	271
19850323	205	262
19850324	196	277
19850325	200	254
19850326	188	264
19850327	191	243
19850328	179	236
19850329	190	245
19850330	178	244
19850331	191	232
19850401	188	244
19850402	176	269
19850403	198	269
19850404	200	270
19850405	168	268
19850406	180	256
19850407	218	272
19850408	203	274
19850409	200	273
19850410	209	227
19850411	180	260
19850412	176	247
19850413	164	270
19850414	170	270
19850415	200	260
19850416	190	245
19850417	162	228
19850418	170	228
19850419	152	255
19850420	123	226
19850421	150	211
19850422	156	192
19850423	159	227
19850424	174	217
19850425	165	234
19850426	161	238
19850427	158	237
19850428	169	252
19850429	170	250
19850430	180	242
19850501	168	249
19850502	164	254
19850503	182	247
19850504	180	234
19850505	176	228
19850506	162	240
19850507	152	244
19850508	180	252
19850509	140	239
19850510	125	224
19850511	148	176
19850512	144	210
19850513	155	192
19850514	144	217
19850515	133	213
19850516	157	218
19850517	155	229
19850518	142	225
19850519	138	220
19850520	109	152
19850521	140	225
19850522	148	217
19850523	160	210
19850524	140	223
19850525	136	200
19850526	140	218
19850527	160	174
19850528	152	211
19850529	165	224
19850530	166	225
19850531	147	223
19850601	150	228
19850602	150	225
19850603	176	179
19850604	141	184
19850605	97	186
19850606	87	146
19850607	103	199
19850608	128	209
19850609	128	204
19850610	139	206
19850611	90	221
19850612	91	214
19850613	88	204
19850614	90	207
19850615	128	196
19850616	116	207
19850617	103	208
19850618	120	209
19850619	118	203
19850620	114	214
19850621	100	171
19850622	98	193
19850623	72	172
19850624	29	169
19850625	26	173
19850626	88	180
19850627	64	197
19850628	63	200
19850629	66	203
19850630	84	200
19850701	109	198
19850702	125	193
19850703	126	210
19850704	123	208
19850705	110	202
19850706	144	208
19850707	138	181
19850708	134	158
19850709	138	201
19850710	114	209
19850711	117	215
19850712	122	195
19850713	98	181
19850714	68	190
19850715	63	220
19850716	99	243
19850717	96	177
19850718	67	177
19850719	78	185
19850720	80	192
19850721	72	197
19850722	59	205
19850723	90	204
19850724	103	183
19850725	100	185
19850726	73	213
19850727	83	193
19850728	80	200
19850729	74	217
19850730	90	232
19850731	96	184
19850801	67	184
19850802	58	174
19850803	114	194
19850804	99	193
19850805	100	190
19850806	103	202
19850807	158	152
19850808	113	204
19850809	53	210
19850810	76	202
19850811	85	202
19850812	82	213
19850813	91	131
19850814	98	194
19850815	100	197
19850816	106	210
19850817	115	224
19850818	129	224
19850819	86	203
19850820	97	185
19850821	110	198
19850822	120	197
19850823	150	190
19850824	97	226
19850825	92	219
19850826	102	232
19850827	128	230
19850828	116	215
19850829	124	224
19850830	160	173
19850831	134	202
19850901	162	255
19850902	105	160
19850903	98	190
19850904	84	200
19850905	105	185
19850906	106	190
19850907	119	201
19850908	113	207
19850909	120	190
19850910	118	217
19850911	138	213
19850912	99	226
19850913	140	223
19850914	148	243
19850915	134	257
19850916	103	277
19850917	128	266
19850918	176	237
19850919	163	224
19850920	174	206
19850921	150	218
19850922	118	218
19850923	124	240
19850924	132	239
19850925	144	251
19850926	176	277
19850927	146	235
19850928	140	181
19850929	120	182
19850930	122	199
19851001	126	217
19851002	128	228
19851003	134	240
19851004	130	230
19851005	135	235
19851006	142	235
19851007	158	240
19851008	160	240
19851009	172	228
19851010	163	219
19851011	152	234
19851012	163	231
19851013	170	221
19851014	154	248
19851015	170	229
19851016	180	269
19851017	188	258
19851018	211	305
19851019	200	234
19851020	155	228
19851021	150	268
19851022	130	245
19851023	204	236
19851024	162	240
19851025	167	253
19851026	169	224
19851027	160	195
19851028	149	207
19851029	148	221
19851030	158	242
19851031	178	272
19851101	190	219
19851102	181	232
19851103	187	230
19851104	190	225
19851105	183	228
19851106	178	236
19851107	203	242
19851108	211	236
19851109	206	245
19851110	206	278
19851111	221	272
19851112	202	255
19851113	192	252
19851114	201	244
19851115	219	263
19851116	216	292
19851117	221	273
19851118	222	254
19851119	196	230
19851120	169	239
19851121	202	222
19851122	208	242
19851123	180	224
19851124	183	220
19851125	196	226
19851126	206	233
19851127	201	296
19851128	204	305
19851129	221	280
19851130	213	262
19851201	218	261
19851202	195	170
19851203	158	231
19851204	180	240
19851205	205	269
19851206	221	273
19851207	223	265
19851208	232	269
19851209	231	260
19851210	216	298
19851211	200	310
19851212	214	335
19851213	231	319
19851214	219	290
19851215	223	285
19851216	222	287
19851217	203	280
19851218	229	345
19851219	232	338
19851220	236	312
19851221	262	346
19851222	252	291
19851223	205	289
19851224	212	320
19851225	216	274
19851226	239	279
19851227	253	317
19851228	238	299
19851229	232	281
19851230	231	284
19851231	220	270
19860101	239	298
19860102	232	284
19860103	228	274
19860104	232	275
19860105	217	288
19860106	209	278
19860107	202	271
19860108	205	278
19860109	215	280
19860110	229	231
19860111	190	305
19860112	226	318
19860113	255	315
19860114	240	297
19860115	240	298
19860116	231	296
19860117	246	297
19860118	232	270
19860119	218	304
19860120	226	300
19860121	213	291
19860122	209	301
19860123	218	268
19860124	200	292
19860125	180	227
19860126	204	270
19860127	191	280
19860128	204	288
19860129	198	265
19860130	197	267
19860131	196	286
19860201	211	285
19860202	222	274
19860203	224	285
19860204	250	280
19860205	232	293
19860206	230	298
19860207	236	298
19860208	220	267
19860209	213	297
19860210	222	299
19860211	232	299
19860212	216	286
19860213	220	264
19860214	204	287
19860215	208	293
19860216	198	281
19860217	190	278
19860218	189	288
19860219	208	302
19860220	174	318
19860221	220	301
19860222	190	298
19860223	201	291
19860224	220	201
19860225	190	281
19860226	219	276
19860227	224	265
19860228	199	272
19860301	186	274
19860302	185	276
19860303	200	289
19860304	211	282
19860305	206	268
19860306	201	263
19860307	206	280
19860308	192	290
19860309	190	290
19860310	175	275
19860311	175	258
19860312	176	266
19860313	186	265
19860314	211	274
19860315	193	281
19860316	193	290
19860317	219	276
19860318	196	272
19860319	199	277
19860320	195	278
19860321	194	272
19860322	194	241
19860323	195	272
19860324	191	252
19860325	195	270
19860326	198	242
19860327	211	276
19860328	210	270
19860329	200	251
19860330	192	256
19860331	183	269
19860401	192	255
19860402	182	256
19860403	165	271
19860404	175	273
19860405	173	273
19860406	205	242
19860407	182	255
19860408	174	262
19860409	176	266
19860410	180	234
19860411	192	252
19860412	174	255
19860413	178	256
19860414	179	232
19860415	163	222
19860416	168	251
19860417	172	250
19860418	193	260
19860419	176	273
19860420	189	250
19860421	180	258
19860422	180	267
19860423	195	266
19860424	183	270
19860425	196	275
19860426	167	283
19860427	210	271
19860428	209	260
19860429	195	260
19860430	202	255
19860501	204	219
19860502	183	203
19860503	176	240
19860504	186	199
19860505	176	230
19860506	176	206
19860507	179	242
19860508	197	225
19860509	198	239
19860510	173	244
19860511	168	196
19860512	142	257
19860513	156	237
19860514	171	235
19860515	164	242
19860516	181	235
19860517	159	242
19860518	152	241
19860519	156	248
19860520	111	223
19860521	109	211
19860522	102	234
19860523	117	230
19860524	136	272
19860525	144	226
19860526	136	228
19860527	138	230
19860528	159	222
19860529	168	225
19860530	139	229
19860531	143	231
19860601	141	222
19860602	148	212
19860603	137	209
19860604	128	217
19860605	130	206
19860606	140	220
19860607	159	226
19860608	143	256
19860609	103	224
19860610	123	215
19860611	119	207
19860612	156	205
19860613	133	223
19860614	157	229
19860615	159	210
19860616	144	237
19860617	143	235
19860618	152	222
19860619	158	205
19860620	126	158
19860621	115	182
19860622	52	193
19860623	69	177
19860624	74	175
19860625	67	187
19860626	75	161
19860627	56	190
19860628	122	230
19860629	82	224
19860630	84	194
19860701	91	203
19860702	136	207
19860703	168	178
19860704	138	224
19860705	171	227
19860706	96	220
19860707	86	202
19860708	116	213
19860709	124	159
19860710	73	170
19860711	63	184
19860712	62	197
19860713	89	188
19860714	119	187
19860715	143	170
19860716	152	204
19860717	190	224
19860718	148	222
19860719	121	201
19860720	113	189
19860721	103	205
19860722	102	197
19860723	109	205
19860724	131	238
19860725	160	204
19860726	92	180
